Index	chr	start	end	name	PeakID	gname	blacklist
5131	chr13	27919020	27921020	ENSG00000139515	ENSG00000139515	PDX1	0
5132	chr13	27944206	27946206	ENSG00000180389	ENSG00000180389	ATP5EP2	0
5133	chr13	27970139	27972139	ENSG00000165556	ENSG00000165556	CDX2	0
5134	chr13	27987654	27989654	ENSG00000183463	ENSG00000183463	URAD	0
5135	chr13	28099592	28101592	ENSG00000122025	ENSG00000122025	FLT3	0
5136	chr13	28137506	28139506	ENSG00000152520	ENSG00000152520	PAN3	0
5137	chr13	28494128	28496128	ENSG00000102755	ENSG00000102755	FLT1	0
5138	chr13	28658104	28660104	ENSG00000132963	ENSG00000132963	POMP	0
5139	chr13	28717970	28719970	ENSG00000139508	ENSG00000139508	SLC46A3	0
5140	chr13	28819348	28821348	ENSG00000132938	ENSG00000132938	MTUS2	0
5141	chr13	29594688	29596688	ENSG00000139514	ENSG00000139514	SLC7A1	0
5142	chr13	29849684	29851684	ENSG00000122042	ENSG00000122042	UBL3	0
5143	chr13	30306484	30308484	ENSG00000102781	ENSG00000102781	KATNAL1	0
5144	chr13	30616597	30618597	ENSG00000189403	ENSG00000189403	HMGB1	0
5145	chr13	30616693	30618693	ENSG00000132952	ENSG00000132952	USPL1	0
5146	chr13	30712478	30714478	ENSG00000132965	ENSG00000132965	ALOX5AP	0
5147	chr13	30905191	30907191	ENSG00000102802	ENSG00000102802	MEDAG	0
5148	chr13	30931703	30933703	ENSG00000175664	ENSG00000175664	TEX26	0
5149	chr13	31161388	31163388	ENSG00000120694	ENSG00000120694	HSPH1	0
5150	chr13	31198936	31200936	ENSG00000187676	ENSG00000187676	B3GALTL	0
5151	chr13	31738542	31740542	ENSG00000133105	ENSG00000133105	RXFP2	0
5152	chr13	32030300	32032300	ENSG00000073910	ENSG00000073910	FRY	0
5153	chr13	32314344	32316344	ENSG00000189167	ENSG00000189167	ZAR1L	0
5154	chr13	32314474	32316474	ENSG00000139618	ENSG00000139618	BRCA2	0
5155	chr13	32427178	32429178	ENSG00000139597	ENSG00000139597	N4BP2L1	0
5156	chr13	32537885	32539885	ENSG00000244754	ENSG00000244754	N4BP2L2	0
5157	chr13	32585427	32587427	ENSG00000083642	ENSG00000083642	PDS5B	0
5158	chr13	33015433	33017433	ENSG00000133116	ENSG00000133116	KL	0
5159	chr13	33349630	33351630	ENSG00000133121	ENSG00000133121	STARD13	0
5160	chr13	33817049	33819049	ENSG00000133119	ENSG00000133119	RFC3	0
5161	chr13	34941287	34943287	ENSG00000172915	ENSG00000172915	NBEA	0
5162	chr13	35476209	35478209	ENSG00000180660	ENSG00000180660	MAB21L1	0
5163	chr13	36130306	36132306	ENSG00000133083	ENSG00000133083	DCLK1	0
5164	chr13	36213615	36215615	ENSG00000120669	ENSG00000120669	SOHLH2	0
5165	chr13	36296840	36298840	ENSG00000242715	ENSG00000242715	CCDC169	0
5166	chr13	36296842	36298842	ENSG00000250709	ENSG00000250709	CCDC169-SOHLH2	0
5167	chr13	36345431	36347431	ENSG00000120664	ENSG00000120664	SPG20OS	0
5168	chr13	36369180	36371180	ENSG00000133104	ENSG00000133104	SPG20	0
5169	chr13	36430520	36432520	ENSG00000133101	ENSG00000133101	CCNA1	0
5170	chr13	36672912	36674912	ENSG00000180440	ENSG00000180440	SERTM1	0
5171	chr13	36818224	36820224	ENSG00000133111	ENSG00000133111	RFXAP	0
5172	chr13	36919765	36921765	ENSG00000120693	ENSG00000120693	SMAD9	0
5173	chr13	36997816	36999816	ENSG00000120699	ENSG00000120699	EXOSC8	0
5174	chr13	36999261	37001261	ENSG00000120697	ENSG00000120697	ALG5	0
5175	chr13	37058713	37060713	ENSG00000102710	ENSG00000102710	SUPT20H	0
5176	chr13	37104664	37106664	ENSG00000180138	ENSG00000180138	CSNK1A1L	0
5177	chr13	37597844	37599844	ENSG00000133110	ENSG00000133110	POSTN	0
5178	chr13	37869425	37871425	ENSG00000133107	ENSG00000133107	TRPC4	0
5179	chr13	38348849	38350849	ENSG00000120686	ENSG00000120686	UFM1	0
5180	chr13	38686129	38688129	ENSG00000150893	ENSG00000150893	FREM2	0
5181	chr13	38990066	38992066	ENSG00000133115	ENSG00000133115	STOML3	0
5182	chr13	39037076	39039076	ENSG00000120685	ENSG00000120685	PROSER1	0
5183	chr13	39037306	39039306	ENSG00000188811	ENSG00000188811	NHLRC3	0
5184	chr13	39602528	39604528	ENSG00000183722	ENSG00000183722	LHFP	0
5185	chr13	39654627	39656627	ENSG00000133103	ENSG00000133103	COG6	0
5186	chr13	40665597	40667597	ENSG00000150907	ENSG00000150907	FOXO1	0
5187	chr13	40770173	40772173	ENSG00000102738	ENSG00000102738	MRPS31	0
5188	chr13	40788412	40790412	ENSG00000102743	ENSG00000102743	SLC25A15	0
5189	chr13	41060274	41062274	ENSG00000120688	ENSG00000120688	WBP4	0
5190	chr13	41060440	41062440	ENSG00000120690	ENSG00000120690	ELF1	0
5191	chr13	41131746	41133746	ENSG00000165572	ENSG00000165572	KBTBD6	0
5192	chr13	41193566	41195566	ENSG00000120696	ENSG00000120696	KBTBD7	0
5193	chr13	41262577	41264577	ENSG00000120662	ENSG00000120662	MTRF1	0
5194	chr13	41310205	41312205	ENSG00000172766	ENSG00000172766	NAA16	0
5195	chr13	41456559	41458559	ENSG00000102760	ENSG00000102760	RGCC	0
5196	chr13	41960120	41962120	ENSG00000102763	ENSG00000102763	VWA8	0
5197	chr13	42039036	42041036	ENSG00000102780	ENSG00000102780	DGKH	0
5198	chr13	42271153	42273153	ENSG00000023516	ENSG00000023516	AKAP11	0
5199	chr13	42561736	42563736	ENSG00000120659	ENSG00000120659	TNFSF11	0
5200	chr13	42780550	42782550	ENSG00000179813	ENSG00000179813	FAM216B	0
5201	chr13	42991271	42993271	ENSG00000133106	ENSG00000133106	EPSTI1	0
5202	chr13	43022203	43024203	ENSG00000120675	ENSG00000120675	DNAJC15	0
5203	chr13	43785908	43787908	ENSG00000120658	ENSG00000120658	ENOX1	0
5204	chr13	43878284	43880284	ENSG00000179630	ENSG00000179630	LACC1	0
5205	chr13	43878727	43880727	ENSG00000151773	ENSG00000151773	CCDC122	0
5206	chr13	44160257	44162257	ENSG00000139656	ENSG00000139656	SMIM2	0
5207	chr13	44372665	44374665	ENSG00000151778	ENSG00000151778	SERP2	0
5208	chr13	44576147	44578147	ENSG00000102804	ENSG00000102804	TSC22D1	0
5209	chr13	44988483	44990483	ENSG00000083635	ENSG00000083635	NUFIP1	0
5210	chr13	44988529	44990529	ENSG00000133114	ENSG00000133114	GPALPP1	0
5211	chr13	45119515	45121515	ENSG00000188342	ENSG00000188342	GTF2F2	0
5212	chr13	45193717	45195717	ENSG00000180332	ENSG00000180332	KCTD4	0
5213	chr13	45340370	45342370	ENSG00000133112	ENSG00000133112	TPT1	0
5214	chr13	45417455	45419455	ENSG00000174032	ENSG00000174032	SLC25A30	0
5215	chr13	45463898	45465898	ENSG00000136152	ENSG00000136152	COG3	0
5216	chr13	45614739	45616739	ENSG00000165837	ENSG00000165837	ERICH6B	0
5217	chr13	45701311	45703311	ENSG00000174015	ENSG00000174015	SPERT	0
5218	chr13	45850736	45852736	ENSG00000215475	ENSG00000215475	SIAH3	0
5219	chr13	46051759	46053759	ENSG00000123200	ENSG00000123200	ZC3H13	0
5220	chr13	46104076	46106076	ENSG00000080618	ENSG00000080618	CPB2	0
5221	chr13	46210871	46212871	ENSG00000136167	ENSG00000136167	LCP1	0
5222	chr13	46210943	46212943	ENSG00000173988	ENSG00000173988	LRRC63	0
5223	chr13	46437190	46439190	ENSG00000102445	ENSG00000102445	KIAA0226L	0
5224	chr13	46552168	46554168	ENSG00000136141	ENSG00000136141	LRCH1	0
5225	chr13	46796232	46798232	ENSG00000139684	ENSG00000139684	ESD	0
5226	chr13	46896076	46898076	ENSG00000102468	ENSG00000102468	HTR2A	0
5227	chr13	48000326	48002326	ENSG00000136143	ENSG00000136143	SUCLA2	0
5228	chr13	48036567	48038567	ENSG00000136159	ENSG00000136159	NUDT15	0
5229	chr13	48094131	48096131	ENSG00000136146	ENSG00000136146	MED4	0
5230	chr13	48232158	48234158	ENSG00000136156	ENSG00000136156	ITM2B	0
5231	chr13	48302751	48304751	ENSG00000139687	ENSG00000139687	RB1	0
5232	chr13	48443704	48445704	ENSG00000139679	ENSG00000139679	LPAR6	0
5233	chr13	48532256	48534256	ENSG00000136161	ENSG00000136161	RCBTB2	0
5234	chr13	48652711	48654711	ENSG00000152207	ENSG00000152207	CYSLTR2	0
5235	chr13	48974912	48976912	ENSG00000102531	ENSG00000102531	FNDC3A	0
5236	chr13	49219338	49221338	ENSG00000102539	ENSG00000102539	MLNR	0
5237	chr13	49246925	49248925	ENSG00000102543	ENSG00000102543	CDADC1	0
5238	chr13	49443126	49445126	ENSG00000102547	ENSG00000102547	CAB39L	0
5239	chr13	49443374	49445374	ENSG00000136169	ENSG00000136169	SETDB2	0
5240	chr13	49494610	49496610	ENSG00000136147	ENSG00000136147	PHF11	0
5241	chr13	49584583	49586583	ENSG00000136144	ENSG00000136144	RCBTB1	0
5242	chr13	49627299	49629299	ENSG00000152213	ENSG00000152213	ARL11	0
5243	chr13	49690475	49692475	ENSG00000123179	ENSG00000123179	EBPL	0
5244	chr13	49791921	49793921	ENSG00000102753	ENSG00000102753	KPNA3	0
5245	chr13	49935490	49937490	ENSG00000123178	ENSG00000123178	SPRYD7	0
5246	chr13	49994888	49996888	ENSG00000204977	ENSG00000204977	TRIM13	0
5247	chr13	50014254	50016254	ENSG00000198553	ENSG00000198553	KCNRG	0
5248	chr13	50081171	50083171	ENSG00000176124	ENSG00000176124	DLEU1	0
5249	chr13	50842939	50844939	ENSG00000186047	ENSG00000186047	DLEU7	0
5250	chr13	50908678	50910678	ENSG00000136104	ENSG00000136104	RNASEH2B	0
5251	chr13	51221334	51223334	ENSG00000150510	ENSG00000150510	FAM124A	0
5252	chr13	51334773	51336773	ENSG00000253309	ENSG00000253309	SERPINE3	0
5253	chr13	51453264	51455264	ENSG00000102786	ENSG00000102786	INTS6	0
5254	chr13	51583455	51585455	ENSG00000139668	ENSG00000139668	WDFY2	0
5255	chr13	51803157	51805157	ENSG00000102796	ENSG00000102796	DHRS12	0
5256	chr13	51860981	51862981	ENSG00000123171	ENSG00000123171	CCDC70	0
5257	chr13	52010494	52012494	ENSG00000123191	ENSG00000123191	ATP7B	0
5258	chr13	52011398	52013398	ENSG00000253710	ENSG00000253710	ALG11	0
5259	chr13	52023691	52025691	ENSG00000253797	ENSG00000253797	UTP14C	0
5260	chr13	52128078	52130078	ENSG00000197168	ENSG00000197168	NEK5	0
5261	chr13	52158861	52160861	ENSG00000136098	ENSG00000136098	NEK3	0
5262	chr13	52405494	52407494	ENSG00000136114	ENSG00000136114	THSD1	0
5263	chr13	52449628	52451628	ENSG00000136100	ENSG00000136100	VPS36	0
5264	chr13	52454429	52456429	ENSG00000136108	ENSG00000136108	CKAP2	0
5265	chr13	52639786	52641786	ENSG00000139675	ENSG00000139675	HNRNPA1L2	0
5266	chr13	52651709	52653709	ENSG00000165416	ENSG00000165416	SUGT1	0
5267	chr13	52738812	52740812	ENSG00000136110	ENSG00000136110	LECT1	0
5268	chr13	52847641	52849641	ENSG00000136099	ENSG00000136099	PCDH8	0
5269	chr13	53027759	53029759	ENSG00000102837	ENSG00000102837	OLFM4	0
5270	chr13	57139918	57141918	ENSG00000229665	ENSG00000229665	PRR20C	0
5271	chr13	57139918	57141918	ENSG00000204919	ENSG00000204919	PRR20A	0
5272	chr13	57146488	57148488	ENSG00000204918	ENSG00000204918	PRR20B	0
5273	chr13	57159632	57161632	ENSG00000227151	ENSG00000227151	PRR20D	0
5274	chr13	57166197	57168197	ENSG00000234278	ENSG00000234278	PRR20E	0
5275	chr13	57630810	57632810	ENSG00000118946	ENSG00000118946	PCDH17	0
5276	chr13	60162987	60164987	ENSG00000139734	ENSG00000139734	DIAPH3	0
5277	chr13	60395457	60397457	ENSG00000083544	ENSG00000083544	TDRD3	0
5278	chr13	61426849	61428849	ENSG00000197991	ENSG00000197991	PCDH20	0
5279	chr13	67229445	67231445	ENSG00000184226	ENSG00000184226	PCDH9	0
5280	chr13	70107493	70109493	ENSG00000150361	ENSG00000150361	KLHL1	0
5281	chr13	71866192	71868192	ENSG00000276644	ENSG00000276644	DACH1	0
5282	chr13	72726687	72728687	ENSG00000204899	ENSG00000204899	MZT1	0
5283	chr13	72726749	72728749	ENSG00000136122	ENSG00000136122	BORA	0
5284	chr13	72781059	72783059	ENSG00000083535	ENSG00000083535	PIBF1	0
5285	chr13	72781096	72783096	ENSG00000083520	ENSG00000083520	DIS3	0
5286	chr13	73053976	73055976	ENSG00000102554	ENSG00000102554	KLF5	0
5287	chr13	74132905	74134905	ENSG00000118922	ENSG00000118922	KLF12	0
5288	chr13	75481114	75483114	ENSG00000136111	ENSG00000136111	TBC1D4	0
5289	chr13	75548439	75550439	ENSG00000188243	ENSG00000188243	COMMD6	0
5290	chr13	75548480	75550480	ENSG00000118939	ENSG00000118939	UCHL3	0
5291	chr13	75619434	75621434	ENSG00000136153	ENSG00000136153	LMO7	0
5292	chr13	75870038	75872038	ENSG00000178734	ENSG00000178734	LMO7DN	0
5293	chr13	76885390	76887390	ENSG00000178695	ENSG00000178695	KCTD12	0
5294	chr13	76947497	76949497	ENSG00000102794	ENSG00000102794	IRG1	0
5295	chr13	76989660	76991660	ENSG00000102805	ENSG00000102805	CLN5	0
5296	chr13	77026195	77028195	ENSG00000005812	ENSG00000005812	FBXL3	0
5297	chr13	77326050	77328050	ENSG00000005810	ENSG00000005810	MYCBP2	0
5298	chr13	77534674	77536674	ENSG00000136155	ENSG00000136155	SCEL	0
5299	chr13	77696854	77698854	ENSG00000139737	ENSG00000139737	SLAIN1	0
5300	chr13	77918768	77920768	ENSG00000136160	ENSG00000136160	EDNRB	0
5301	chr13	78602560	78604560	ENSG00000152192	ENSG00000152192	POU4F1	0
5302	chr13	78658179	78660179	ENSG00000152193	ENSG00000152193	RNF219	0
5303	chr13	79405477	79407477	ENSG00000139746	ENSG00000139746	RBM26	0
5304	chr13	79480124	79482124	ENSG00000102471	ENSG00000102471	NDFIP2	0
5305	chr13	80339951	80341951	ENSG00000136158	ENSG00000136158	SPRY2	0
5306	chr13	83881393	83883393	ENSG00000178235	ENSG00000178235	SLITRK1	0
5307	chr13	85798488	85800488	ENSG00000184564	ENSG00000184564	SLITRK6	0
5308	chr13	87671615	87673615	ENSG00000165300	ENSG00000165300	SLITRK5	0
5309	chr13	91397675	91399675	ENSG00000179399	ENSG00000179399	GPC5	0
5310	chr13	93225842	93227842	ENSG00000183098	ENSG00000183098	GPC6	0
5311	chr13	94478682	94480682	ENSG00000080166	ENSG00000080166	DCT	0
5312	chr13	94595257	94597257	ENSG00000088451	ENSG00000088451	TGDS	0
5313	chr13	94600903	94602903	ENSG00000152749	ENSG00000152749	GPR180	0
5314	chr13	94711399	94713399	ENSG00000125285	ENSG00000125285	SOX21	0
5315	chr13	95300446	95302446	ENSG00000125257	ENSG00000125257	ABCC4	0
5316	chr13	95432604	95434604	ENSG00000134873	ENSG00000134873	CLDN10	0
5317	chr13	95643703	95645703	ENSG00000134874	ENSG00000134874	DZIP1	0
5318	chr13	95676139	95678139	ENSG00000102580	ENSG00000102580	DNAJC3	0
5319	chr13	96052482	96054482	ENSG00000102595	ENSG00000102595	UGGT2	0
5320	chr13	96089839	96091839	ENSG00000185352	ENSG00000185352	HS6ST3	0
5321	chr13	96993730	96995730	ENSG00000165621	ENSG00000165621	OXGR1	0
5322	chr13	97220434	97222434	ENSG00000139793	ENSG00000139793	MBNL2	0
5323	chr13	97433222	97435222	ENSG00000125249	ENSG00000125249	RAP2A	0
5324	chr13	97952658	97954658	ENSG00000065150	ENSG00000065150	IPO5	0
5325	chr13	98141562	98143562	ENSG00000152767	ENSG00000152767	FARP1	0
5326	chr13	98176265	98178265	ENSG00000139797	ENSG00000139797	RNF113B	0
5327	chr13	98576940	98578940	ENSG00000102572	ENSG00000102572	STK24	0
5328	chr13	98751654	98753654	ENSG00000088386	ENSG00000088386	SLC15A1	0
5329	chr13	99085625	99087625	ENSG00000088387	ENSG00000088387	DOCK9	0
5330	chr13	99199774	99201774	ENSG00000134882	ENSG00000134882	UBAC2	0
5331	chr13	99260744	99262744	ENSG00000125245	ENSG00000125245	GPR18	0
5332	chr13	99306405	99308405	ENSG00000169508	ENSG00000169508	GPR183	0
5333	chr13	99500417	99502417	ENSG00000125304	ENSG00000125304	TM9SF2	0
5334	chr13	99605669	99607669	ENSG00000125246	ENSG00000125246	CLYBL	0
5335	chr13	99970909	99972909	ENSG00000139800	ENSG00000139800	ZIC5	0
5336	chr13	99980772	99982772	ENSG00000043355	ENSG00000043355	ZIC2	0
5337	chr13	100088015	100090015	ENSG00000175198	ENSG00000175198	PCCA	0
5338	chr13	100588528	100590528	ENSG00000134864	ENSG00000134864	GGACT	0
5339	chr13	100674093	100676093	ENSG00000125247	ENSG00000125247	TMTC4	0
5340	chr13	101415492	101417492	ENSG00000102452	ENSG00000102452	NALCN	0
5341	chr13	101451593	101453593	ENSG00000198542	ENSG00000198542	ITGBL1	0
5342	chr13	102401457	102403457	ENSG00000102466	ENSG00000102466	FGF14	0
5343	chr13	102596003	102598003	ENSG00000134900	ENSG00000134900	TPP2	0
5344	chr13	102693504	102695504	ENSG00000139780	ENSG00000139780	METTL21C	0
5345	chr13	102758070	102760070	ENSG00000175820	ENSG00000175820	CCDC168	0
5346	chr13	102772811	102774811	ENSG00000151287	ENSG00000151287	TEX30	0
5347	chr13	102798007	102800007	ENSG00000134901	ENSG00000134901	KDELC1	0
5348	chr13	102798049	102800049	ENSG00000134897	ENSG00000134897	BIVM	0
5349	chr13	102806354	102808354	ENSG00000270181	ENSG00000270181	BIVM-ERCC5	0
5350	chr13	102843844	102845844	ENSG00000134899	ENSG00000134899	ERCC5	0
5351	chr13	103065846	103067846	ENSG00000125255	ENSG00000125255	SLC10A2	0
5352	chr13	105464867	105466867	ENSG00000182346	ENSG00000182346	DAOA	0
5353	chr13	106534114	106536114	ENSG00000125266	ENSG00000125266	EFNB2	0
5354	chr13	106567164	106569164	ENSG00000134884	ENSG00000134884	ARGLU1	0
5355	chr13	107865735	107867735	ENSG00000204442	ENSG00000204442	FAM155A	0
5356	chr13	108217368	108219368	ENSG00000174405	ENSG00000174405	LIG4	0
5357	chr13	108217379	108219379	ENSG00000139826	ENSG00000139826	ABHD13	0
5358	chr13	108250240	108252240	ENSG00000102524	ENSG00000102524	TNFSF13B	0
5359	chr13	108595152	108597152	ENSG00000041515	ENSG00000041515	MYO16	0
5360	chr13	109785568	109787568	ENSG00000185950	ENSG00000185950	IRS2	0
5361	chr13	110304812	110306812	ENSG00000134871	ENSG00000134871	COL4A2	0
5362	chr13	110306149	110308149	ENSG00000187498	ENSG00000187498	COL4A1	0
5363	chr13	110560733	110562733	ENSG00000139832	ENSG00000139832	RAB20	0
5364	chr13	110614460	110616460	ENSG00000213995	ENSG00000213995	CARKD	0
5365	chr13	110711736	110713736	ENSG00000153487	ENSG00000153487	ING1	0
5366	chr13	110712603	110714603	ENSG00000134905	ENSG00000134905	CARS2	0
5367	chr13	110914069	110916069	ENSG00000088448	ENSG00000088448	ANKRD10	0
5368	chr13	111113559	111115559	ENSG00000102606	ENSG00000102606	ARHGEF7	0
5369	chr13	111315184	111317184	ENSG00000153495	ENSG00000153495	TEX29	0
5370	chr13	111587201	111589201	ENSG00000204398	ENSG00000204398	RP11-65D24.2	0
5371	chr13	112066647	112068647	ENSG00000182968	ENSG00000182968	SOX1	0
5372	chr13	112375319	112377319	ENSG00000153498	ENSG00000153498	SPACA7	0
5373	chr13	112587167	112589167	ENSG00000126216	ENSG00000126216	TUBGCP3	0
5374	chr13	112646044	112648044	ENSG00000197595	ENSG00000197595	ATP11AUN	0
5375	chr13	112689329	112691329	ENSG00000068650	ENSG00000068650	ATP11A	0
5376	chr13	112893378	112895378	ENSG00000126217	ENSG00000126217	MCF2L	0
5377	chr13	113104788	113106788	ENSG00000057593	ENSG00000057593	F7	0
5378	chr13	113121814	113123814	ENSG00000126218	ENSG00000126218	F10	0
5379	chr13	113157654	113159654	ENSG00000126231	ENSG00000126231	PROZ	0
5380	chr13	113207193	113209193	ENSG00000139842	ENSG00000139842	CUL4A	0
5381	chr13	113207715	113209715	ENSG00000126226	ENSG00000126226	PCID2	0
5382	chr13	113296241	113298241	ENSG00000185896	ENSG00000185896	LAMP1	0
5383	chr13	113363148	113365148	ENSG00000139835	ENSG00000139835	GRTP1	0
5384	chr13	113452524	113454524	ENSG00000153531	ENSG00000153531	ADPRHL1	0
5385	chr13	113489952	113491952	ENSG00000150401	ENSG00000150401	DCUN1D2	0
5386	chr13	113489995	113491995	ENSG00000150403	ENSG00000150403	TMCO3	0
5387	chr13	113583721	113585721	ENSG00000198176	ENSG00000198176	TFDP1	0
5388	chr13	113657186	113659186	ENSG00000186009	ENSG00000186009	ATP4B	0
5389	chr13	113666155	113668155	ENSG00000185974	ENSG00000185974	GRK1	0
5390	chr13	113758240	113760240	ENSG00000184497	ENSG00000184497	TMEM255B	0
5391	chr13	113863067	113865067	ENSG00000183087	ENSG00000183087	GAS6	0
5392	chr13	114131611	114133611	ENSG00000185989	ENSG00000185989	RASA3	0
5393	chr13	114233887	114235887	ENSG00000130177	ENSG00000130177	CDC16	0
5394	chr13	114280584	114282584	ENSG00000169062	ENSG00000169062	UPF3A	0
5395	chr13	114313513	114315513	ENSG00000198824	ENSG00000198824	CHAMP1	0
5396	chr14	18600045	18602045	ENSG00000257115	ENSG00000257115	OR11H12	0
5397	chr14	18966434	18968434	ENSG00000222036	ENSG00000222036	POTEG	0
5398	chr14	19433341	19435341	ENSG00000187537	ENSG00000187537	POTEM	0
5399	chr14	19718015	19720015	ENSG00000176294	ENSG00000176294	OR4N2	0
5400	chr14	19746428	19748428	ENSG00000182652	ENSG00000182652	OR4Q3	0
5401	chr14	19779242	19781242	ENSG00000176299	ENSG00000176299	OR4M1	0
5402	chr14	19875232	19877232	ENSG00000165762	ENSG00000165762	OR4K2	0
5403	chr14	19919582	19921582	ENSG00000176281	ENSG00000176281	OR4K5	0
5404	chr14	19934608	19936608	ENSG00000155249	ENSG00000155249	OR4K1	0
5405	chr14	19974444	19976444	ENSG00000169488	ENSG00000169488	OR4K15	0
5406	chr14	20014193	20016193	ENSG00000169484	ENSG00000169484	OR4K14	0
5407	chr14	20033760	20035760	ENSG00000176253	ENSG00000176253	OR4K13	0
5408	chr14	20059045	20061045	ENSG00000176246	ENSG00000176246	OR4L1	0
5409	chr14	20116407	20118407	ENSG00000176230	ENSG00000176230	OR4K17	0
5410	chr14	20142736	20144736	ENSG00000184394	ENSG00000184394	OR4N5	0
5411	chr14	20196336	20198336	ENSG00000196832	ENSG00000196832	OR11G2	0
5412	chr14	20222632	20224632	ENSG00000176219	ENSG00000176219	OR11H6	0
5413	chr14	20241739	20243739	ENSG00000176198	ENSG00000176198	OR11H4	0
5414	chr14	20304994	20306994	ENSG00000136319	ENSG00000136319	TTC5	0
5415	chr14	20332312	20334312	ENSG00000100814	ENSG00000100814	CCNB1IP1	0
5416	chr14	20342582	20344582	ENSG00000129484	ENSG00000129484	PARP2	0
5417	chr14	20412429	20414429	ENSG00000129566	ENSG00000129566	TEP1	0
5418	chr14	20434642	20436642	ENSG00000185271	ENSG00000185271	KLHL33	0
5419	chr14	20454105	20456105	ENSG00000092094	ENSG00000092094	OSGEP	0
5420	chr14	20454191	20456191	ENSG00000100823	ENSG00000100823	APEX1	0
5421	chr14	20460612	20462612	ENSG00000165782	ENSG00000165782	TMEM55B	0
5422	chr14	20467954	20469954	ENSG00000198805	ENSG00000198805	PNP	0
5423	chr14	20504537	20506537	ENSG00000182545	ENSG00000182545	RNASE10	0
5424	chr14	20559931	20561931	ENSG00000188655	ENSG00000188655	RNASE9	0
5425	chr14	20589823	20591823	ENSG00000258436	ENSG00000258436	RNASE12	0
5426	chr14	20608884	20610884	ENSG00000173464	ENSG00000173464	RNASE11	0
5427	chr14	20640691	20642691	ENSG00000181803	ENSG00000181803	OR6S1	0
5428	chr14	20683100	20685100	ENSG00000258818	ENSG00000258818	RNASE4	0
5429	chr14	20683177	20685177	ENSG00000214274	ENSG00000214274	ANG	0
5430	chr14	20730699	20732699	ENSG00000181562	ENSG00000181562	EDDM3A	0
5431	chr14	20767427	20769427	ENSG00000181552	ENSG00000181552	EDDM3B	0
5432	chr14	20780051	20782051	ENSG00000169413	ENSG00000169413	RNASE6	0
5433	chr14	20802278	20804278	ENSG00000129538	ENSG00000129538	RNASE1	0
5434	chr14	20890399	20892399	ENSG00000169397	ENSG00000169397	RNASE3	0
5435	chr14	20954452	20956452	ENSG00000169385	ENSG00000169385	RNASE2	0
5436	chr14	20988770	20990770	ENSG00000165792	ENSG00000165792	METTL17	0
5437	chr14	20998255	21000255	ENSG00000165794	ENSG00000165794	SLC39A2	0
5438	chr14	21023109	21025109	ENSG00000179636	ENSG00000179636	TPPP2	0
5439	chr14	21031818	21033818	ENSG00000255472	ENSG00000255472	RP11-998D10.1	0
5440	chr14	21033785	21035785	ENSG00000206150	ENSG00000206150	RNASE13	0
5441	chr14	21041226	21043226	ENSG00000165799	ENSG00000165799	RNASE7	0
5442	chr14	21056822	21058822	ENSG00000173431	ENSG00000173431	RNASE8	0
5443	chr14	21069270	21071270	ENSG00000165801	ENSG00000165801	ARHGEF40	0
5444	chr14	21069872	21071872	ENSG00000165795	ENSG00000165795	NDRG2	0
5445	chr14	21097937	21099937	ENSG00000232070	ENSG00000232070	TMEM253	0
5446	chr14	21103722	21105722	ENSG00000165804	ENSG00000165804	ZNF219	0
5447	chr14	21155063	21157063	ENSG00000169327	ENSG00000169327	OR5AU1	0
5448	chr14	21268494	21270494	ENSG00000092199	ENSG00000092199	HNRNPC	0
5449	chr14	21286939	21288939	ENSG00000092200	ENSG00000092200	RPGRIP1	0
5450	chr14	21383266	21385266	ENSG00000092201	ENSG00000092201	SUPT16H	0
5451	chr14	21455126	21457126	ENSG00000100888	ENSG00000100888	CHD8	0
5452	chr14	21475597	21477597	ENSG00000092203	ENSG00000092203	TOX4	0
5453	chr14	21475973	21477973	ENSG00000129472	ENSG00000129472	RAB2B	0
5454	chr14	21510375	21512375	ENSG00000165819	ENSG00000165819	METTL3	0
5455	chr14	21536216	21538216	ENSG00000165821	ENSG00000165821	SALL2	0
5456	chr14	21569744	21571744	ENSG00000169208	ENSG00000169208	OR10G3	0
5457	chr14	21633940	21635940	ENSG00000255582	ENSG00000255582	OR10G2	0
5458	chr14	21664083	21666083	ENSG00000221977	ENSG00000221977	OR4E2	0
5459	chr14	22555640	22557640	ENSG00000259003	ENSG00000259003	AE000662.92	0
5460	chr14	22588269	22590269	ENSG00000129562	ENSG00000129562	DAD1	0
5461	chr14	22597237	22599237	ENSG00000100439	ENSG00000100439	ABHD4	0
5462	chr14	22633811	22635811	ENSG00000255804	ENSG00000255804	OR6J1	0
5463	chr14	22765522	22767522	ENSG00000155463	ENSG00000155463	OXA1L	0
5464	chr14	22828820	22830820	ENSG00000155465	ENSG00000155465	SLC7A7	0
5465	chr14	22828879	22830879	ENSG00000172590	ENSG00000172590	MRPL52	0
5466	chr14	22835557	22837557	ENSG00000157227	ENSG00000157227	MMP14	0
5467	chr14	22870613	22872613	ENSG00000197324	ENSG00000197324	LRP10	0
5468	chr14	22882165	22884165	ENSG00000139890	ENSG00000139890	REM2	0
5469	chr14	22918184	22920184	ENSG00000100461	ENSG00000100461	RBM23	0
5470	chr14	22928585	22930585	ENSG00000100462	ENSG00000100462	PRMT5	0
5471	chr14	22956161	22958161	ENSG00000092036	ENSG00000092036	HAUS4	0
